対局日,期,棋戦,備考,ブロック,回戦,局,先手の勝敗,先手,後手,後手の勝敗,千日手,放送日
2025-01-22,75,王将戦,一次予選,,,,○,豊川孝弘,泉正樹,●,,
2025-01-22,75,王将戦,一次予選,,,,●,谷合廣紀,佐々木大地,○,,
2025-01-22,75,王将戦,一次予選,,,,○,高野智史,飯塚祐紀,●,千日手,
2025-01-22,75,王将戦,一次予選,,,,●,西川和宏,徳田拳士,○,,
2025-01-22,75,王将戦,一次予選,,,,●,畠山成幸,南芳一,○,,
2025-01-22,,棋聖戦,二次予選,,,,○,森下卓,藤井猛,●,,
2025-01-22,,棋聖戦,二次予選,,,,●,深浦康市,屋敷伸之,○,,
2025-01-23,38,竜王戦,1組,,,,○,佐々木勇気,丸山忠久,●,,
2025-01-23,38,竜王戦,1組,,,,●,佐藤康光,八代弥,○,,
2025-01-23,10,叡王戦,本戦,,,,○,阿久津主税,狩山幹生,●,,
2025-01-23,,王座戦,二次予選,,,,●,中川大輔,松尾歩,○,,
2025-01-23,,王座戦,一次予選,,,,○,長谷部浩平,本田奎,●,,
2025-01-23,,王座戦,一次予選,,,,○,杉本和陽,阿部光瑠,●,,
2025-01-23,,棋王戦,予選,,,,○,宮本広志,都成竜馬,●,,
2025-01-23,75,王将戦,一次予選,,,,○,山川泰熙,窪田義行,●,,
2025-01-23,75,王将戦,一次予選,,,,●,増田裕司,山本真也,○,,
2025-01-23,75,王将戦,一次予選,,,,●,森本才跳,平藤眞吾,○,,
2025-01-23,75,王将戦,一次予選,,,,●,竹内雄悟,冨田誠也,○,,
2025-01-23,75,王将戦,一次予選,,,,●,中田功,高田明浩,○,,
2025-01-23,,朝日杯,本戦,,,,●,渡辺明,西田拓也,○,,
2025-01-23,,朝日杯,本戦,,,,○,井田明宏,久保利明,●,,
2025-01-23,,朝日杯,本戦,,,,●,西田拓也,井田明宏,○,,
2025-01-24,38,竜王戦,1組,,,,●,三浦弘行,伊藤匠,○,,
2025-01-24,38,竜王戦,6組,,,,○,小山直希,宮嶋健太,●,,
2025-01-24,10,叡王戦,本戦,,,,●,黒田尭之,鈴木大介,○,千日手,
2025-01-24,,王座戦,二次予選,,,,●,藤本渚,大橋貴洸,○,,
2025-01-24,,王座戦,二次予選,,,,○,山崎隆之,稲葉陽,●,,
2025-01-24,,王座戦,一次予選,,,,●,金井恒太,岡部怜央,○,千日手,
2025-01-24,,王座戦,一次予選,,,,○,村中秀史,高野秀行,●,,
2025-01-24,,棋王戦,予選,,,,○,田中悠一,堀口一史座,●,,
2025-01-24,,棋王戦,予選,,,,○,郷田真隆,渡辺大夢,●,,
2025-01-24,75,王将戦,一次予選,,,,○,上村亘,大平武洋,●,,
2025-01-24,75,王将戦,一次予選,,,,●,先崎学,遠山雄亮,○,,
2025-01-24,75,王将戦,一次予選,,,,○,伊藤真吾,小倉久史,●,,
2025-01-24,75,王将戦,一次予選,,,,○,藤森哲也,岡崎洋,●,,
2025-01-24,75,王将戦,一次予選,,,,○,塚田泰明,神谷広志,●,,
2025-01-24,75,王将戦,一次予選,,,,○,千葉幸生,宮田敦史,●,,
2025-01-24,75,王将戦,一次予選,,,,●,浦野真彦,柵木幹太,○,,
2025-01-24,,棋聖戦,二次予選,,,,●,増田康宏,澤田真吾,○,千日手,
2025-01-24,,棋聖戦,二次予選,,,,●,行方尚史,森内俊之,○,,
2025-01-24,,棋聖戦,二次予選,,,,○,服部慎一郎,石川優太,●,,
2025-01-24,,朝日杯,本戦,,,,○,池永天志,糸谷哲郎,●,,
2025-01-24,,朝日杯,本戦,,,,○,近藤誠也,青嶋未来,●,,
2025-01-24,,朝日杯,本戦,,,,○,近藤誠也,池永天志,●,,
2025-01-24,74,NHK杯,本戦,,5,1,○,藤井聡太,増田康宏,●,,2025-03-02
2025-01-24,74,NHK杯,本戦,,5,2,●,近藤誠也,郷田真隆,○,,2025-03-09
2025-01-25,38,竜王戦,4組,,,,●,西尾明,横山泰明,○,,
2025-01-25,38,竜王戦,6組,,,,○,高橋佑二郎,森下卓,●,,
2025-01-25,,棋王戦,予選,,,,○,関矢寛之,獺ヶ口笑保人,●,,
2025-01-25,75,王将戦,七番勝負,,,2,○,藤井聡太,永瀬拓矢,●,,
2025-01-27,38,竜王戦,2組,,,,○,羽生善治,藤井猛,●,,
2025-01-27,10,叡王戦,本戦,,,,○,糸谷哲郎,本田奎,●,,
2025-01-27,,棋王戦,予選,,,,●,福崎文吾,柵木幹太,○,,
2025-01-27,,棋王戦,予選,,,,●,谷川浩司,徳田拳士,○,,
2025-01-27,75,王将戦,一次予選,,,,○,岡部怜央,渡辺正和,●,,
2025-01-27,75,王将戦,一次予選,,,,○,船江恒平,神崎健二,●,,
2025-01-27,75,王将戦,一次予選,,,,○,畠山鎮,村田顕弘,●,,
2025-01-27,75,王将戦,一次予選,,,,●,宮本広志,上野裕寿,○,,
2025-01-27,,棋聖戦,二次予選,,,,○,近藤誠也,郷田真隆,●,,
2025-01-27,,新人戦,,,,,○,古井丈大,高田明浩,●,,
2025-01-28,38,竜王戦,5組,,,,●,片上大輔,田村康介,○,,
2025-01-28,38,竜王戦,5組,,,,○,門倉啓太,窪田義行,●,,
2025-01-28,38,竜王戦,6組,,,,●,柵木幹太,古森悠太,○,,
2025-01-28,83,順位戦,A級,,8,,○,佐藤天彦,渡辺明,●,,
2025-01-28,83,順位戦,A級,,8,,○,永瀬拓矢,千田翔太,●,,
2025-01-28,83,順位戦,A級,,8,,●,稲葉陽,増田康宏,○,,
2025-01-28,83,順位戦,A級,,8,,●,豊島将之,中村太地,○,,
2025-01-28,83,順位戦,A級,,8,,○,菅井竜也,佐々木勇気,●,,
2025-01-28,,王座戦,二次予選,,,,○,及川拓馬,佐藤康光,●,,
2025-01-28,,王座戦,一次予選,,,,○,出口若武,狩山幹生,●,千日手,
2025-01-28,,棋王戦,予選,,,,●,金井恒太,飯島栄治,○,,
2025-01-28,,棋王戦,予選,,,,○,高野智史,深浦康市,●,,
2025-01-28,75,王将戦,一次予選,,,,●,井出隼平,瀬川晶司,○,,
2025-01-28,75,王将戦,一次予選,,,,●,田中悠一,佐藤和俊,○,,
2025-01-28,75,王将戦,一次予選,,,,○,星野良生,斎藤明日斗,●,,
2025-01-28,75,王将戦,一次予選,,,,○,梶浦宏孝,北島忠雄,●,,
2025-01-28,75,王将戦,一次予選,,,,●,今泉健司,山崎隆之,○,,
2025-01-28,75,王将戦,一次予選,,,,○,黒田尭之,阪口悟,●,,
2025-01-29,38,竜王戦,3組,,,,○,屋敷伸之,行方尚史,●,,
2025-01-29,,王座戦,二次予選,,,,●,三浦弘行,石井健太郎,○,,
2025-01-29,,棋王戦,予選,,,,○,松尾歩,千葉幸生,●,千日手,
2025-01-29,,棋王戦,予選,,,,●,高崎一生,村中秀史,○,,
2025-01-29,,棋王戦,予選,,,,○,宮田敦史,佐藤紳哉,●,,
2025-01-29,,棋王戦,予選,,,,○,小山怜央,所司和晴,●,,
2025-01-29,,棋王戦,予選,,,,○,冨田誠也,横山友紀,●,,
2025-01-29,,棋王戦,予選,,,,○,畠山成幸,阿部隆,●,,
2025-01-29,,棋王戦,予選,,,,●,山本真也,小林裕士,○,,
2025-01-29,,棋王戦,予選,,,,●,南芳一,齊藤裕也,○,,
2025-01-29,75,王将戦,一次予選,,,,○,吉池隆真,中村修,●,,
2025-01-29,75,王将戦,一次予選,,,,●,中村亮介,小山直希,○,,
2025-01-29,75,王将戦,一次予選,,,,○,松本佳介,勝又清和,●,,
2025-01-29,75,王将戦,一次予選,,,,●,井上慶太,牧野光則,○,,
2025-01-29,,棋聖戦,二次予選,,,,○,八代弥,青嶋未来,●,,
2025-01-29,,棋聖戦,二次予選,,,,○,斎藤慎太郎,宮嶋健太,●,,
2025-01-29,,新人戦,,,,,○,服部慎一郎,山下数毅,●,,
2025-01-30,38,竜王戦,2組,,,,○,阿久津主税,都成竜馬,●,,
2025-01-30,38,竜王戦,5組,,,,●,先崎学,川上猛,○,,
2025-01-30,83,順位戦,C級2組,,9,,○,高橋道雄,山川泰熙,●,,
2025-01-30,83,順位戦,C級2組,,9,,○,佐藤秀司,遠山雄亮,●,,
2025-01-30,83,順位戦,C級2組,,9,,●,伊藤真吾,山本博志,○,,
2025-01-30,83,順位戦,C級2組,,9,,○,石田直裕,折田翔吾,●,,
2025-01-30,83,順位戦,C級2組,,9,,●,黒沢怜生,本田奎,○,,
2025-01-30,83,順位戦,C級2組,,9,,●,杉本和陽,藤森哲也,○,,
2025-01-30,83,順位戦,C級2組,,9,,○,佐々木大地,平藤眞吾,●,,
2025-01-30,83,順位戦,C級2組,,9,,●,石川優太,高野秀行,○,,
2025-01-30,83,順位戦,C級2組,,9,,●,佐藤慎一,森本才跳,○,,
2025-01-30,83,順位戦,C級2組,,9,,●,長岡裕也,井田明宏,○,,
2025-01-30,83,順位戦,C級2組,,9,,○,谷合廣紀,西川和宏,●,,
2025-01-30,,王座戦,二次予選,,,,○,佐々木慎,戸辺誠,●,,
2025-01-30,,棋王戦,予選,,,,○,黒田尭之,北浜健介,●,,
2025-01-31,38,竜王戦,2組,,,,●,糸谷哲郎,永瀬拓矢,○,,
2025-01-31,83,順位戦,C級2組,,9,,●,狩山幹生,池永天志,○,,
2025-01-31,83,順位戦,C級2組,,9,,○,小林裕士,齊藤裕也,●,,
2025-01-31,,王座戦,一次予選,,,,●,三枚堂達也,阿部健治郎,○,,
2025-01-31,,棋王戦,予選,,,,●,神谷広志,木下浩一,○,,
2025-01-31,,棋王戦,予選,,,,●,北島忠雄,横山泰明,○,,
2025-01-31,75,王将戦,一次予選,,,,○,森内俊之,近藤正和,●,,
2025-01-31,75,王将戦,一次予選,,,,○,村山慈明,安用寺孝功,●,,
2025-01-31,,棋聖戦,二次予選,,,,●,広瀬章人,木村一基,○,,
2025-01-31,,棋聖戦,二次予選,,,,●,古賀悠聖,西田拓也,○,,
2025-01-31,,新人戦,,,,,○,岡部怜央,獺ヶ口笑保人,●,,
2025-02-02,,棋王戦,第1局,,,,○,藤井聡太,増田康宏,●,,
2025-02-03,38,竜王戦,3組,,,,●,千田翔太,佐々木大地,○,,
2025-02-03,,棋王戦,予選,,,,●,西山朋佳,豊川孝弘,○,,
2025-02-03,75,王将戦,一次予選,,,,●,堀口一史座,本田奎,○,,
2025-02-03,,棋聖戦,二次予選,,,,○,杉本和陽,中村太地,●,,
2025-02-04,83,順位戦,C級1組,,9,,○,斎藤明日斗,井上慶太,●,,
2025-02-04,83,順位戦,C級1組,,9,,●,飯塚祐紀,先崎学,○,,
2025-02-04,83,順位戦,C級1組,,9,,○,真田圭一,門倉啓太,●,,
2025-02-04,83,順位戦,C級1組,,9,,○,飯島栄治,千葉幸生,●,,
2025-02-04,83,順位戦,C級1組,,9,,○,冨田誠也,窪田義行,●,,
2025-02-04,83,順位戦,C級1組,,9,,●,金井恒太,西尾明,○,,
2025-02-04,83,順位戦,C級1組,,9,,●,三枚堂達也,片上大輔,○,,
2025-02-04,83,順位戦,C級1組,,9,,○,中村修,阪口悟,●,,
2025-02-04,83,順位戦,C級1組,,9,,○,都成竜馬,畠山鎮,●,,
2025-02-04,83,順位戦,C級1組,,9,,●,畠山成幸,佐藤和俊,○,,
2025-02-04,83,順位戦,C級1組,,9,,●,宮田敦史,出口若武,○,,
2025-02-04,83,順位戦,C級1組,,9,,●,阿部健治郎,船江恒平,○,,
2025-02-04,83,順位戦,C級1組,,9,,●,村田顕弘,西田拓也,○,,
2025-02-04,83,順位戦,C級1組,,9,,●,古森悠太,藤本渚,○,,
2025-02-04,83,順位戦,C級1組,,9,,○,黒田尭之,高田明浩,●,,
2025-02-04,83,順位戦,C級1組,,9,,○,阿部隆,北島忠雄,●,,
2025-02-04,83,順位戦,C級1組,,9,,●,宮本広志,野月浩貴,○,,
2025-02-04,83,順位戦,C級2組,,9,,○,高野智史,八代弥,●,,
2025-02-04,,棋王戦,予選,,,,●,泉正樹,吉池隆真,○,,
2025-02-04,,棋王戦,予選,,,,○,矢倉規広,平藤眞吾,●,,
2025-02-05,38,竜王戦,6組,,,,●,山本真也,山川泰熙,○,,
2025-02-05,83,順位戦,B級2組,,9,,●,伊藤匠,深浦康市,○,,
2025-02-05,83,順位戦,B級2組,,9,,●,高崎一生,屋敷伸之,○,,
2025-02-05,83,順位戦,B級2組,,9,,○,横山泰明,行方尚史,●,,
2025-02-05,83,順位戦,B級2組,,9,,○,木村一基,戸辺誠,●,,
2025-02-05,83,順位戦,B級2組,,9,,●,松尾歩,及川拓馬,○,千日手,
2025-02-05,83,順位戦,B級2組,,9,,○,青嶋未来,阿久津主税,●,,
2025-02-05,83,順位戦,B級2組,,9,,○,古賀悠聖,渡辺和史,●,,
2025-02-05,83,順位戦,B級2組,,9,,●,久保利明,丸山忠久,○,,
2025-02-05,83,順位戦,B級2組,,9,,○,北浜健介,中川大輔,●,,
2025-02-05,83,順位戦,B級2組,,9,,○,谷川浩司,鈴木大介,●,,
2025-02-05,83,順位戦,B級2組,,9,,●,杉本昌隆,郷田真隆,○,,
2025-02-05,83,順位戦,B級2組,,9,,●,藤井猛,服部慎一郎,○,,
2025-02-05,83,順位戦,B級2組,,9,,○,佐々木慎,村山慈明,●,,
2025-02-05,74,王将戦,七番勝負,,,3,●,永瀬拓矢,藤井聡太,○,,
2025-02-06,83,順位戦,B級1組,,12,,○,山崎隆之,羽生善治,●,,
2025-02-06,83,順位戦,B級1組,,12,,○,澤田真吾,佐藤康光,●,,
2025-02-06,83,順位戦,B級1組,,12,,○,三浦弘行,近藤誠也,●,,
2025-02-06,83,順位戦,B級1組,,12,,○,広瀬章人,高見泰地,●,,
2025-02-06,83,順位戦,B級1組,,12,,○,大石直嗣,石井健太郎,●,,
2025-02-06,83,順位戦,B級1組,,12,,○,大橋貴洸,斎藤慎太郎,●,,
2025-02-06,83,順位戦,C級2組,,9,,○,上村亘,日浦市郎,●,,
2025-02-06,83,順位戦,C級2組,,9,,●,佐藤紳哉,村中秀史,○,,
2025-02-06,83,順位戦,C級2組,,9,,○,高橋佑二郎,梶浦宏孝,●,,
2025-02-06,83,順位戦,C級2組,,9,,●,阿部光瑠,宮嶋健太,○,,
2025-02-06,83,順位戦,C級2組,,9,,○,瀬川晶司,中村亮介,●,,
2025-02-06,83,順位戦,C級2組,,9,,○,島朗,横山友紀,●,,
2025-02-06,83,順位戦,C級2組,,9,,●,小林裕士,小山直希,○,,
2025-02-06,83,順位戦,C級2組,,9,,●,井出隼平,上野裕寿,○,,
2025-02-06,83,順位戦,C級2組,,9,,○,安用寺孝功,森下卓,●,,
2025-02-06,83,順位戦,C級2組,,9,,○,岡部怜央,徳田拳士,●,,
2025-02-06,83,順位戦,C級2組,,9,,○,田中悠一,今泉健司,●,,
2025-02-06,83,順位戦,C級2組,,9,,●,星野良生,牧野光則,○,,
2025-02-06,83,順位戦,C級2組,,9,,●,齊藤裕也,長谷部浩平,○,,
2025-02-06,,王座戦,二次予選,,,,●,伊藤真吾,佐藤天彦,○,千日手,
2025-02-06,75,王将戦,一次予選,,,,○,石川優太,長岡裕也,●,,
2025-02-07,75,王将戦,一次予選,,,,○,小山怜央,八代弥,●,,
2025-02-10,,王座戦,二次予選,,,,○,久保利明,糸谷哲郎,●,,
2025-02-10,,王座戦,一次予選,,,,●,村中秀史,斎藤明日斗,○,,
2025-02-10,,王座戦,一次予選,,,,●,杉本和陽,長谷部浩平,○,,
2025-02-10,75,王将戦,一次予選,,,,○,大橋貴洸,高田明浩,●,,
2025-02-10,74,NHK杯,本戦,,6,1,●,郷田真隆,藤井聡太,○,,2025-03-16
2025-02-11,,王位戦,挑決リーグ,,,,○,永瀬拓矢,古賀悠聖,●,,
2025-02-11,,朝日杯,準決勝,,,,●,佐々木勇気,近藤誠也,○,,
2025-02-11,,朝日杯,準決勝,,,,○,井田明宏,服部慎一郎,●,,
2025-02-11,,朝日杯,決勝,,,,●,井田明宏,近藤誠也,○,,
2025-02-12,38,竜王戦,6組,,,,●,勝又清和,小山直希,○,,
2025-02-12,38,竜王戦,6組,,,,●,所司和晴,平藤眞吾,○,,
2025-02-12,10,叡王戦,本戦,,,,●,戸辺誠,藤井聡太,○,,
2025-02-12,10,叡王戦,本戦,,,,○,斎藤慎太郎,豊島将之,●,,
2025-02-12,,王座戦,二次予選,,,,○,千田翔太,高見泰地,●,,
2025-02-12,,棋王戦,予選,,,,○,丸山忠久,門倉啓太,●,,
2025-02-12,,棋王戦,予選,,,,○,上野裕寿,増田裕司,●,,
2025-02-12,,棋王戦,予選,,,,●,杉本昌隆,藤本渚,○,,
2025-02-12,,棋王戦,予選,,,,●,村田智弘,安用寺孝功,○,,
2025-02-12,75,王将戦,一次予選,,,,○,宮嶋健太,鈴木大介,●,,
2025-02-12,,棋聖戦,二次予選,,,,■,渡辺明,高崎一生,□,,
2025-02-12,,新人戦,,,,,●,宮田大暉,狩山幹生,○,,
2025-02-12,75,NHK杯,予選,,,,●,渡辺和史,藤森哲也,○,,
2025-02-12,75,NHK杯,予選,,,,○,梶浦宏孝,千葉幸生,●,,
2025-02-12,75,NHK杯,予選,,,,○,梶浦宏孝,藤森哲也,●,,
2025-02-12,75,NHK杯,予選,,,,●,星野良生,遠山雄亮,○,,
2025-02-12,75,NHK杯,予選,,,,○,飯島栄治,島朗,●,,
2025-02-12,75,NHK杯,予選,,,,○,遠山雄亮,飯島栄治,●,,
2025-02-12,75,NHK杯,予選,,,,○,遠山雄亮,梶浦宏孝,●,,
2025-02-12,75,NHK杯,予選,,,,○,杉本和陽,阿久津主税,●,,
2025-02-12,75,NHK杯,予選,,,,○,飯塚祐紀,野月浩貴,●,,
2025-02-12,75,NHK杯,予選,,,,○,杉本和陽,飯塚祐紀,●,,
2025-02-12,75,NHK杯,予選,,,,○,佐々木大地,阿部健治郎,●,,
2025-02-12,75,NHK杯,予選,,,,○,塚田泰明,中川大輔,●,,
2025-02-12,75,NHK杯,予選,,,,○,佐々木大地,塚田泰明,●,,
2025-02-12,75,NHK杯,予選,,,,○,佐々木大地,杉本和陽,●,,
2025-02-13,38,竜王戦,6組,,,,●,神谷広志,高橋佑二郎,○,,
2025-02-13,38,竜王戦,6組,,,,●,長沼洋,西田拓也,○,,
2025-02-13,,王位戦,挑決リーグ,,,,●,都成竜馬,羽生善治,○,,
2025-02-13,75,王将戦,一次予選,,,,●,富岡英作,木村一基,○,,
2025-02-13,75,王将戦,一次予選,,,,○,片上大輔,阿部光瑠,●,,
2025-02-13,75,NHK杯,予選,,,,●,獺ヶ口笑保人,横山泰明,○,,
2025-02-13,75,NHK杯,予選,,,,○,村中秀史,八代弥,●,,
2025-02-13,75,NHK杯,予選,,,,○,村中秀史,横山泰明,●,,
2025-02-13,75,NHK杯,予選,,,,○,山川泰熙,北島忠雄,●,,
2025-02-13,75,NHK杯,予選,,,,●,高橋道雄,深浦康市,○,,
2025-02-13,75,NHK杯,予選,,,,○,山川泰熙,深浦康市,●,,
2025-02-13,75,NHK杯,予選,,,,○,村中秀史,山川泰熙,●,,
2025-02-13,75,NHK杯,予選,,,,●,真田圭一,鈴木大介,○,,
2025-02-13,75,NHK杯,予選,,,,○,佐藤紳哉,佐藤慎一,●,,
2025-02-13,75,NHK杯,予選,,,,●,鈴木大介,佐藤紳哉,○,,
2025-02-13,75,NHK杯,予選,,,,○,高野秀行,渡辺正和,●,,
2025-02-13,75,NHK杯,予選,,,,○,佐々木慎,大平武洋,●,,
2025-02-13,75,NHK杯,予選,,,,●,佐々木慎,高野秀行,○,,
2025-02-13,75,NHK杯,予選,,,,○,佐藤紳哉,高野秀行,●,,
2025-02-13,75,NHK杯,予選,,,,●,有森浩三,畠山鎮,○,,
2025-02-13,75,NHK杯,予選,,,,●,藤原直哉,船江恒平,○,,
2025-02-13,75,NHK杯,予選,,,,○,船江恒平,畠山鎮,●,,
2025-02-13,75,NHK杯,予選,,,,○,脇謙二,山本真也,●,,
2025-02-13,75,NHK杯,予選,,,,○,村田顕弘,井上慶太,●,,
2025-02-13,75,NHK杯,予選,,,,○,村田顕弘,脇謙二,●,,
2025-02-13,75,NHK杯,予選,,,,○,船江恒平,村田顕弘,●,,
2025-02-13,75,NHK杯,予選,,,,●,福崎文吾,畠山成幸,○,,
2025-02-13,75,NHK杯,予選,,,,●,古森悠太,折田翔吾,○,,
2025-02-13,75,NHK杯,予選,,,,●,畠山成幸,折田翔吾,○,,
2025-02-13,75,NHK杯,予選,,,,○,浦野真彦,中田功,●,,
2025-02-13,75,NHK杯,予選,,,,○,出口若武,今泉健司,●,,
2025-02-13,75,NHK杯,予選,,,,○,浦野真彦,出口若武,●,,
2025-02-13,75,NHK杯,予選,,,,○,折田翔吾,浦野真彦,●,,
2025-02-14,38,竜王戦,1組,,,,●,松尾歩,菅井竜也,○,,
2025-02-14,38,竜王戦,3組,,,,●,佐藤和俊,石井健太郎,○,,
2025-02-14,38,竜王戦,6組,,,,○,谷合廣紀,中村亮介,●,,
2025-02-14,38,竜王戦,6組,,,,○,近藤正和,関矢寛之,●,,
2025-02-14,38,竜王戦,6組,,,,●,長岡裕也,島本亮,○,,
2025-02-14,,王座戦,二次予選,,,,○,石川優太,大石直嗣,●,,
2025-02-14,,王座戦,二次予選,,,,●,池永天志,古賀悠聖,○,,
2025-02-14,,王座戦,一次予選,,,,○,岡部怜央,阿部健治郎,●,,
2025-02-14,,棋王戦,予選,,,,○,井出隼平,先崎学,●,,
2025-02-14,,棋王戦,予選,,,,●,窪田義行,行方尚史,○,,
2025-02-14,75,王将戦,一次予選,,,,●,山本博志,黒沢怜生,○,,
2025-02-14,75,王将戦,一次予選,,,,○,豊川孝弘,上村亘,●,,
2025-02-14,75,王将戦,一次予選,,,,●,金井恒太,佐藤秀司,○,,
2025-02-14,75,王将戦,一次予選,,,,●,藤井猛,三枚堂達也,○,,
2025-02-14,75,王将戦,一次予選,,,,●,服部慎一郎,柵木幹太,○,,
2025-02-14,75,王将戦,一次予選,,,,○,冨田誠也,牧野光則,●,,
2025-02-14,,棋聖戦,二次予選,,,,●,森内俊之,澤田真吾,○,,
2025-02-14,,棋聖戦,二次予選,,,,●,屋敷伸之,及川拓馬,○,,
2025-02-14,,棋聖戦,二次予選,,,,●,阿久津主税,三浦弘行,○,,
2025-02-15,74,王将戦,七番勝負,,,4,●,藤井聡太,永瀬拓矢,○,,
2025-02-16,,棋聖戦,二次予選,,,,○,八代弥,森下卓,●,,
2025-02-17,38,竜王戦,4組,,,,●,飯塚祐紀,高崎一生,○,,
2025-02-17,38,竜王戦,4組,,,,○,野月浩貴,折田翔吾,●,,
2025-02-17,38,竜王戦,6組,,,,○,塚田泰明,日浦市郎,●,,
2025-02-17,38,竜王戦,6組,,,,○,岡部怜央,佐藤秀司,●,,
2025-02-17,,王位戦,挑決リーグ,,,,●,丸山忠久,佐々木勇気,○,,
2025-02-17,,王位戦,挑決リーグ,,,,●,斎藤慎太郎,杉本和陽,○,,
2025-02-17,,王座戦,二次予選,,,,○,出口若武,服部慎一郎,●,,
2025-02-17,75,NHK杯,予選,,,,●,阪口悟,黒田尭之,○,,
2025-02-17,75,NHK杯,予選,,,,○,宮本広志,南芳一,●,,
2025-02-17,75,NHK杯,予選,,,,○,宮本広志,黒田尭之,●,,
2025-02-17,75,NHK杯,予選,,,,○,狩山幹生,矢倉規広,●,,
2025-02-17,75,NHK杯,予選,,,,●,阿部隆,安用寺孝功,○,,
2025-02-17,75,NHK杯,予選,,,,○,狩山幹生,安用寺孝功,●,,
2025-02-17,75,NHK杯,予選,,,,●,狩山幹生,宮本広志,○,,
2025-02-18,38,竜王戦,2組,,,,●,本田奎,深浦康市,○,,
2025-02-18,38,竜王戦,2組,,,,●,佐々木慎,高見泰地,○,,
2025-02-18,38,竜王戦,6組,,,,●,島朗,獺ヶ口笑保人,○,,
2025-02-18,10,叡王戦,本戦,,,,○,糸谷哲郎,鈴木大介,●,,
2025-02-18,,棋王戦,予選,,,,●,高野秀行,山川泰熙,○,,
2025-02-18,,棋王戦,予選,,,,○,宮嶋健太,大平武洋,●,,
2025-02-18,,棋王戦,予選,,,,○,船江恒平,畠山成幸,●,,
2025-02-18,,棋王戦,予選,,,,○,古賀悠聖,狩山幹生,●,,
2025-02-18,75,王将戦,一次予選,,,,●,森下卓,阿部健治郎,○,,
2025-02-18,75,王将戦,一次予選,,,,○,横山泰明,遠山雄亮,●,,
2025-02-18,75,王将戦,一次予選,,,,○,飯島栄治,高橋道雄,●,,
2025-02-18,75,王将戦,一次予選,,,,●,星野良生,松尾歩,○,,
2025-02-18,75,王将戦,一次予選,,,,○,藤本渚,有森浩三,●,,
2025-02-18,,棋聖戦,二次予選,,,,○,羽生善治,近藤誠也,●,,
2025-02-18,,新人戦,,,,,●,小山直希,吉池隆真,○,,
2025-02-19,38,竜王戦,5組,,,,●,真田圭一,山本博志,○,,
2025-02-19,10,叡王戦,本戦,,,,●,阿久津主税,永瀬拓矢,○,,
2025-02-19,,王位戦,挑決リーグ,,,,●,八代弥,佐々木大地,○,,
2025-02-19,,棋王戦,予選,,,,○,柵木幹太,今泉健司,●,,
2025-02-19,75,王将戦,一次予選,,,,○,福崎文吾,杉本昌隆,●,,
2025-02-19,75,NHK杯,予選,,,,○,西尾明,井出隼平,●,,
2025-02-19,75,NHK杯,予選,,,,●,富岡英作,神谷広志,○,,
2025-02-19,75,NHK杯,予選,,,,○,西尾明,神谷広志,●,,
2025-02-19,75,NHK杯,予選,,,,○,佐藤和俊,瀬川晶司,●,,
2025-02-19,75,NHK杯,予選,,,,●,小山怜央,三枚堂達也,○,,
2025-02-19,75,NHK杯,予選,,,,○,三枚堂達也,佐藤和俊,●,,
2025-02-19,75,NHK杯,予選,,,,○,西尾明,三枚堂達也,●,,
2025-02-19,75,NHK杯,予選,,,,○,及川拓馬,所司和晴,●,,
2025-02-19,75,NHK杯,予選,,,,●,堀口一史座,谷合廣紀,○,,
2025-02-19,75,NHK杯,予選,,,,●,及川拓馬,谷合廣紀,○,,
2025-02-19,75,NHK杯,予選,,,,○,泉正樹,豊川孝弘,●,,
2025-02-19,75,NHK杯,予選,,,,○,行方尚史,田村康介,●,,
2025-02-19,75,NHK杯,予選,,,,○,行方尚史,泉正樹,●,,
2025-02-19,75,NHK杯,予選,,,,●,行方尚史,谷合廣紀,○,,
2025-02-19,75,NHK杯,予選,,,,○,北浜健介,井田明宏,●,,
2025-02-19,75,NHK杯,予選,,,,○,石川優太,齊藤裕也,●,,
2025-02-19,75,NHK杯,予選,,,,○,石川優太,北浜健介,●,,
2025-02-19,75,NHK杯,予選,,,,●,牧野光則,冨田誠也,○,,
2025-02-19,75,NHK杯,予選,,,,○,村山慈明,冨田誠也,●,,
2025-02-19,75,NHK杯,予選,,,,○,石川優太,村山慈明,●,,
2025-02-20,,王座戦,二次予選,,,,●,豊島将之,斎藤慎太郎,○,,
2025-02-20,,棋王戦,予選,,,,○,勝又清和,岡崎洋,●,,
2025-02-20,75,王将戦,一次予選,,,,○,野月浩貴,佐藤慎一,●,,
2025-02-20,75,王将戦,一次予選,,,,○,伊藤真吾,千葉幸生,●,,
2025-02-20,75,NHK杯,予選,,,,○,渡辺大夢,近藤正和,●,,
2025-02-20,75,NHK杯,予選,,,,○,屋敷伸之,渡辺大夢,●,,
2025-02-20,75,NHK杯,予選,,,,○,長谷部浩平,木下浩一,●,,
2025-02-20,75,NHK杯,予選,,,,●,窪田義行,森内俊之,○,,
2025-02-20,75,NHK杯,予選,,,,○,森内俊之,長谷部浩平,●,,
2025-02-20,75,NHK杯,予選,,,,○,森内俊之,屋敷伸之,●,,
2025-02-20,75,NHK杯,予選,,,,○,佐藤秀司,青嶋未来,●,,
2025-02-20,75,NHK杯,予選,,,,●,田中悠一,阿部光瑠,○,,
